Organism,Genus,G.Size (MB),G.Size (pg),Angiosperm Group
Artemisia dracunculus,Artemisia,2904.66,2.97,Eudicot
Artemisia austriaca,Artemisia,2914.44,2.98,Eudicot
Artemisia molinieri,Artemisia,2914.44,2.98,Eudicot
Artemisia giraldii,Artemisia,2934,3,Eudicot
Artemisia chamaemelifolia,Artemisia,2953.56,3.02,Eudicot
Artemisia stelleriana,Artemisia,2982.9,3.05,Eudicot
Artemisia sieversiana,Artemisia,3022.02,3.09,Eudicot
Artemisia afra,Artemisia,3090.48,3.16,Eudicot
Artemisia nova,Artemisia,3119.82,3.19,Eudicot
Artemisia vulgaris,Artemisia,3178.5,3.25,Eudicot
Artemisia persica,Artemisia,3207.84,3.28,Eudicot
Artemisia herba-alba,Artemisia,3217.62,3.29,Eudicot
Artemisia caerulescens,Artemisia,3256.74,3.33,Eudicot
Artemisia lagocephala,Artemisia,3305.64,3.38,Eudicot
Artemisia tournefortiana,Artemisia,3452.34,3.53,Eudicot
Artemisia filifolia,Artemisia,3491.46,3.57,Eudicot
Artemisia absinthium,Artemisia,3569.7,3.65,Eudicot
Artemisia lucentica,Artemisia,3755.52,3.84,Eudicot
Artemisia tridentata,Artemisia,4000.02,4.09,Eudicot
Artemisia desertorum,Artemisia,4048.92,4.14,Eudicot
Artemisia glacialis,Artemisia,4166.28,4.26,Eudicot
Artemisia cana,Artemisia,4176.06,4.27,Eudicot
Artemisia bargusinensis,Artemisia,4254.3,4.35,Eudicot
Artemisia ledeebouriana,Artemisia,4283.64,4.38,Eudicot
Artemisia monostachya,Artemisia,4293.42,4.39,Eudicot
Artemisia depauperata,Artemisia,4312.98,4.41,Eudicot
Artemisia pycnorhiza,Artemisia,4410.78,4.51,Eudicot
Artemisia macilenta,Artemisia,4430.34,4.53,Eudicot
Artemisia arbuscula,Artemisia,4508.58,4.61,Eudicot
Artemisia globosa,Artemisia,4537.92,4.64,Eudicot
Artemisia argentea,Artemisia,5017.14,5.13,Eudicot
Artemisia arenaria,Artemisia,5036.7,5.15,Eudicot
